YouTube_ID,start seconds,label,train/test split,thumbnail,predicted_materials,predicted_sounds
3hZIjJKOlzI,181,sailing,test,https://img.youtube.com/vi/3hZIjJKOlzI/0.jpg,Metal,Sailing
3hZIjJKOlzI,255,sailing,test,https://img.youtube.com/vi/3hZIjJKOlzI/0.jpg,Metal,Sailing
3ha6yVNR8dc,30,wind rustling leaves,train,https://img.youtube.com/vi/3ha6yVNR8dc/0.jpg,Metal,Driving motorcycle
3hgscxkq5zs,98,hair dryer drying,train,https://img.youtube.com/vi/3hgscxkq5zs/0.jpg,Plastic,Blow dryer drying
3hkns-adtTs,20,stream burbling,train,https://img.youtube.com/vi/3hkns-adtTs/0.jpg,Leaf,A video of a dog playing in the woods.
3hpLQOk7sZw,10,skidding,train,https://img.youtube.com/vi/3hpLQOk7sZw/0.jpg,Metal,A police car
3i0DMLppaH0,10,machine gun shooting,train,https://img.youtube.com/vi/3i0DMLppaH0/0.jpg,Drywall,A police car
3i1IXGzhpx0,570,"race car, auto racing",train,https://img.youtube.com/vi/3i1IXGzhpx0/0.jpg,Dirt,"Race car, auto racing"
3iS2eRhuT8k,40,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/3iS2eRhuT8k/0.jpg,Plastic,Pumping water
3iVMMcgKSZ4,30,driving buses,train,https://img.youtube.com/vi/3iVMMcgKSZ4/0.jpg,Dirt,Driving buses
3inX4FDcZQc,0,using sewing machines,train,https://img.youtube.com/vi/3inX4FDcZQc/0.jpg,Metal,A sewing machine
3ioDTgjYsqI,240,wind noise,train,https://img.youtube.com/vi/3ioDTgjYsqI/0.jpg,Metal,Sailing
3isOx39nAVs,38,helicopter,train,https://img.youtube.com/vi/3isOx39nAVs/0.jpg,Metal,A helicopter
3j-Wiq-90_s,30,playing snare drum,train,https://img.youtube.com/vi/3j-Wiq-90_s/0.jpg,Metal,Playing snare drum
3jBXkd7rFmI,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3jBXkd7rFmI/0.jpg,Water,Pumping water
3jC14BzR4rs,30,horse clip-clop,train,https://img.youtube.com/vi/3jC14BzR4rs/0.jpg,Dirt,A person riding a horse.
3jDkI9JjYuQ,0,toilet flushing,train,https://img.youtube.com/vi/3jDkI9JjYuQ/0.jpg,Ceramic,Toilet flushing
3jK0_3RCwB4,140,"race car, auto racing",train,https://img.youtube.com/vi/3jK0_3RCwB4/0.jpg,Plastic,"Race car, auto racing"
3jPSUgsQwE8,70,typing on computer keyboard,train,https://img.youtube.com/vi/3jPSUgsQwE8/0.jpg,Plastic,Typing on typewriter
3jQpJTn0KXM,10,splashing water,train,https://img.youtube.com/vi/3jQpJTn0KXM/0.jpg,Water,Pumping water
3jXAh3V2FO8,30,wind noise,train,https://img.youtube.com/vi/3jXAh3V2FO8/0.jpg,Metal,A white truck.
3jbx0wipZ5k,40,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3jbx0wipZ5k/0.jpg,Metal,"Race car, auto racing"
3jgKVDlEOdY,117,"railroad car, train wagon",train,https://img.youtube.com/vi/3jgKVDlEOdY/0.jpg,Metal,A train
3jpAt_madtA,30,horse clip-clop,train,https://img.youtube.com/vi/3jpAt_madtA/0.jpg,Dirt,A cowboy riding a horse.
3jxgAdO1cKg,17,church bell ringing,train,https://img.youtube.com/vi/3jxgAdO1cKg/0.jpg,Metal,A piano keyboard
3jxgAdO1cKg,49,church bell ringing,train,https://img.youtube.com/vi/3jxgAdO1cKg/0.jpg,Metal,A piano keyboard
3jzMzHwLLYg,110,horse clip-clop,train,https://img.youtube.com/vi/3jzMzHwLLYg/0.jpg,Dirt,A person riding a horse.
3jzWk00x51A,174,playing snare drum,train,https://img.youtube.com/vi/3jzWk00x51A/0.jpg,Metal,Playing snare drum
3jzWk00x51A,214,playing snare drum,train,https://img.youtube.com/vi/3jzWk00x51A/0.jpg,Metal,Playing snare drum
3k0udlj_ZXc,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/3k0udlj_ZXc/0.jpg,Plastic,Sailing
3k56M5Jnc8Y,30,horse clip-clop,train,https://img.youtube.com/vi/3k56M5Jnc8Y/0.jpg,Dirt,A woman is riding a horse in a corral.
3k6tn3xFJs0,200,helicopter,train,https://img.youtube.com/vi/3k6tn3xFJs0/0.jpg,Dirt,A helicopter
3kJz5F3SL18,9,typing on typewriter,train,https://img.youtube.com/vi/3kJz5F3SL18/0.jpg,Water,Pumping water
3kLXAh3OREw,337,"subway, metro, underground",train,https://img.youtube.com/vi/3kLXAh3OREw/0.jpg,Metal,"Subway, metro, underground"
3kSwAW7KDrs,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3kSwAW7KDrs/0.jpg,Metal,A car speedometer
3kSzbuRGTaA,80,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/3kSzbuRGTaA/0.jpg,Wood,A boat on the water.
3kWzeKKT3vc,290,driving motorcycle,train,https://img.youtube.com/vi/3kWzeKKT3vc/0.jpg,Metal,Driving motorcycle
3kmIqkUsMv4,50,driving motorcycle,train,https://img.youtube.com/vi/3kmIqkUsMv4/0.jpg,Dirt,Driving motorcycle
3kn2YCwns7E,53,typing on typewriter,train,https://img.youtube.com/vi/3kn2YCwns7E/0.jpg,Plastic,A typewriter
3kn2YCwns7E,125,typing on typewriter,train,https://img.youtube.com/vi/3kn2YCwns7E/0.jpg,Plastic,A typewriter
3kvYEKm_UIY,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3kvYEKm_UIY/0.jpg,Metal,Driving motorcycle
3kx-UhywUf0,20,vacuum cleaner cleaning floors,test,https://img.youtube.com/vi/3kx-UhywUf0/0.jpg,Carpet,Vacuum cleaner cleaning floors
3kzJCPVK2cY,3,sliding door,train,https://img.youtube.com/vi/3kzJCPVK2cY/0.jpg,Wood,100
3kzJCPVK2cY,13,sliding door,train,https://img.youtube.com/vi/3kzJCPVK2cY/0.jpg,Wood,100
3l05t_jAc0A,0,skateboarding,train,https://img.youtube.com/vi/3l05t_jAc0A/0.jpg,Plastic,Skateboarding
3l4alj6RRkM,547,cap gun shooting,train,https://img.youtube.com/vi/3l4alj6RRkM/0.jpg,Wood,A gun
3l4alj6RRkM,561,cap gun shooting,train,https://img.youtube.com/vi/3l4alj6RRkM/0.jpg,Wood,A gun
3l50sxnbSrA,44,playing snare drum,train,https://img.youtube.com/vi/3l50sxnbSrA/0.jpg,Metal,Playing snare drum
3l50sxnbSrA,67,playing snare drum,train,https://img.youtube.com/vi/3l50sxnbSrA/0.jpg,Metal,Playing snare drum
3lGu2nGI3gE,16,pumping water,train,https://img.youtube.com/vi/3lGu2nGI3gE/0.jpg,Plastic,'pumping water'
3lN6ou-MvDA,30,car engine starting,train,https://img.youtube.com/vi/3lN6ou-MvDA/0.jpg,Metal,A car engine starting
3lfHiWEi9Jo,170,"railroad car, train wagon",train,https://img.youtube.com/vi/3lfHiWEi9Jo/0.jpg,Metal,A train on the tracks.
3mAR1_BZuVo,30,sailing,train,https://img.youtube.com/vi/3mAR1_BZuVo/0.jpg,Water,"Motorboat, speedboat acceleration"
3mDPQ_CPopw,30,"engine accelerating, revving, vroom",test,https://img.youtube.com/vi/3mDPQ_CPopw/0.jpg,Metal,A car
3mPPyrXA60o,0,toilet flushing,train,https://img.youtube.com/vi/3mPPyrXA60o/0.jpg,Ceramic,Toilet Flushing
3mkiTkMVemM,30,"motorboat, speedboat acceleration",test,https://img.youtube.com/vi/3mkiTkMVemM/0.jpg,Metal,A boat
3mpF_oqBxVw,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3mpF_oqBxVw/0.jpg,Plastic,A plane flying in the sky.
3mrC9pAWIZc,80,helicopter,train,https://img.youtube.com/vi/3mrC9pAWIZc/0.jpg,Plastic,Driving motorcycle
3mtdpXbogzk,180,"motorboat, speedboat acceleration",test,https://img.youtube.com/vi/3mtdpXbogzk/0.jpg,Metal,"Motorboat, speedboat acceleration"
3mvE_CeH9q0,30,helicopter,train,https://img.youtube.com/vi/3mvE_CeH9q0/0.jpg,Drywall,Pumping water
3mwpcqHnhN4,30,horse clip-clop,train,https://img.youtube.com/vi/3mwpcqHnhN4/0.jpg,Dirt,A horse running on a dirt road.
3n1sm1ELQ8A,678,playing snare drum,train,https://img.youtube.com/vi/3n1sm1ELQ8A/0.jpg,Metal,A drum
3n1sm1ELQ8A,719,playing snare drum,train,https://img.youtube.com/vi/3n1sm1ELQ8A/0.jpg,Metal,A drum
3nPJ9Yb4zjs,60,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3nPJ9Yb4zjs/0.jpg,Metal,A car driving down the road at night.
3nQ-LsDU9_M,157,playing snare drum,test,https://img.youtube.com/vi/3nQ-LsDU9_M/0.jpg,Metal,Playing snare drum
3nkcxJ9bheI,9,car engine knocking,train,https://img.youtube.com/vi/3nkcxJ9bheI/0.jpg,Metal,A car engine
3nzoAUAXB40,9,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3nzoAUAXB40/0.jpg,Metal,A red car with a powerful engine.
3o-OIwrt0mw,30,playing snare drum,train,https://img.youtube.com/vi/3o-OIwrt0mw/0.jpg,Wood,Playing snare drum
3o-PCZEuJIc,0,people burping,train,https://img.youtube.com/vi/3o-PCZEuJIc/0.jpg,Plastic,A boy drinking a beverage.
3oB-oLanaRk,4,lighting firecrackers,train,https://img.youtube.com/vi/3oB-oLanaRk/0.jpg,Plastic,Fireworks banging
3oEi90Brcxc,88,hair dryer drying,train,https://img.youtube.com/vi/3oEi90Brcxc/0.jpg,Plastic,Pumping water
3oEi90Brcxc,302,hair dryer drying,train,https://img.youtube.com/vi/3oEi90Brcxc/0.jpg,Plastic,Pumping water
3oYSlw6l0XA,380,typing on computer keyboard,test,https://img.youtube.com/vi/3oYSlw6l0XA/0.jpg,Dirt,A video game
3oZgMPvdxtQ,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3oZgMPvdxtQ/0.jpg,Plastic,Pumping water
3obLPXCKYpM,130,"race car, auto racing",train,https://img.youtube.com/vi/3obLPXCKYpM/0.jpg,Metal,"Race car, auto racing"
3oj_nRQRd_Q,190,splashing water,train,https://img.youtube.com/vi/3oj_nRQRd_Q/0.jpg,Ceramic,A child sitting in a bowl of water.
3oqAUFCk32s,30,wind noise,train,https://img.youtube.com/vi/3oqAUFCk32s/0.jpg,Wood,Fire
3p8RkDtYEgE,50,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3p8RkDtYEgE/0.jpg,Water,Pumping water
3pEbvd3Na8U,60,splashing water,train,https://img.youtube.com/vi/3pEbvd3Na8U/0.jpg,Plastic,Pumping water
3pfELcB-wtU,38,cap gun shooting,train,https://img.youtube.com/vi/3pfELcB-wtU/0.jpg,Plastic,"You should choose from the ones on the ['pumping water', 'skateboarding', 'typing on typewriter', 'waterfall burbling', 'people finger snapping', 'toilet flushing', 'fire crackling', 'driving motorcycle', 'subway, metro, underground', 'printer printing', 'vacuum cleaner cleaning floors', 'race car, auto racing', 'motorboat, speedboat acceleration', 'fireworks banging', 'eating with cutlery', 'playing snare drum', 'cap gun shooting', 'railroad car, train wagon', 'people clapping', 'splashing water', 'raining', 'horse clip-clop', 'driving buses', 'people whistling', 'train wheels squealing', 'people burping', 'machine gun shooting', 'stream burbling', 'helicopter"
3pfELcB-wtU,48,cap gun shooting,train,https://img.youtube.com/vi/3pfELcB-wtU/0.jpg,Plastic,"You should choose from the ones on the ['pumping water', 'skateboarding', 'typing on typewriter', 'waterfall burbling', 'people finger snapping', 'toilet flushing', 'fire crackling', 'driving motorcycle', 'subway, metro, underground', 'printer printing', 'vacuum cleaner cleaning floors', 'race car, auto racing', 'motorboat, speedboat acceleration', 'fireworks banging', 'eating with cutlery', 'playing snare drum', 'cap gun shooting', 'railroad car, train wagon', 'people clapping', 'splashing water', 'raining', 'horse clip-clop', 'driving buses', 'people whistling', 'train wheels squealing', 'people burping', 'machine gun shooting', 'stream burbling', 'helicopter"
3pfcIX2QZP0,57,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3pfcIX2QZP0/0.jpg,Water,A video of a river or stream with a bridge in the background.
3posAjJWEi4,400,splashing water,test,https://img.youtube.com/vi/3posAjJWEi4/0.jpg,Rock,'pumping water'
3ptxRyVuU0w,520,machine gun shooting,test,https://img.youtube.com/vi/3ptxRyVuU0w/0.jpg,Plastic,A video of Lego men standing in front of a yellow background.
3q-JchFdzwE,30,car passing by,train,https://img.youtube.com/vi/3q-JchFdzwE/0.jpg,Plastic,A video of a person holding a condom.
3q0cl6qLihQ,173,playing snare drum,train,https://img.youtube.com/vi/3q0cl6qLihQ/0.jpg,Metal,Playing snare drum
3q0cl6qLihQ,231,playing snare drum,train,https://img.youtube.com/vi/3q0cl6qLihQ/0.jpg,Metal,Playing snare drum
3q6fuGe64Mw,330,driving buses,train,https://img.youtube.com/vi/3q6fuGe64Mw/0.jpg,Metal,"Subway, metro, underground"
3qDzHyrsWeg,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3qDzHyrsWeg/0.jpg,Water,Pumping water
3qHkvgV5Epg,30,lawn mowing,train,https://img.youtube.com/vi/3qHkvgV5Epg/0.jpg,Metal,A snow blower.
3qKTCsBIAUo,160,basketball bounce,train,https://img.youtube.com/vi/3qKTCsBIAUo/0.jpg,Plastic,A boy wearing a blue shirt with a red logo on it.
3qe9RK3sMBs,0,basketball bounce,test,https://img.youtube.com/vi/3qe9RK3sMBs/0.jpg,Drywall,Basketball bounce
3qeykYF7pjQ,30,car engine knocking,train,https://img.youtube.com/vi/3qeykYF7pjQ/0.jpg,Metal,"You should choose from the ones on the ['pumping water', 'skateboarding', 'typing on typewriter', 'waterfall burbling', 'people finger snapping', 'toilet flushing', 'fire crackling', 'driving motorcycle', 'subway, metro, underground', 'printer printing', 'vacuum cleaner cleaning floors', 'race car, auto racing', 'motorboat, speedboat acceleration', 'fireworks banging', 'eating with cutlery', 'playing snare drum', 'cap gun shooting', 'railroad car, train wagon', 'people clapping', 'splashing water', 'raining', 'horse clip-clop', 'driving buses', 'people whistling', 'train wheels squealing', 'people burping', 'machine gun shooting', 'stream burbling', 'helicopter"
3qiHV5i0GbA,72,sliding door,train,https://img.youtube.com/vi/3qiHV5i0GbA/0.jpg,Drywall,A video of a man measuring a wall with a tape measure.
3qpNZkxd-OA,30,car engine starting,train,https://img.youtube.com/vi/3qpNZkxd-OA/0.jpg,Metal,A video thumbnail of a person holding a remote control.
3r-CZoB664Q,5,wind noise,train,https://img.youtube.com/vi/3r-CZoB664Q/0.jpg,Drywall,A fire is burning in the distance.
3r8zgkmCGxQ,0,splashing water,train,https://img.youtube.com/vi/3r8zgkmCGxQ/0.jpg,Water,Pumping water
3rKOdiHmKFc,321,machine gun shooting,train,https://img.youtube.com/vi/3rKOdiHmKFc/0.jpg,Metal,A gun
3rN4vtzDgx8,10,car engine knocking,train,https://img.youtube.com/vi/3rN4vtzDgx8/0.jpg,Metal,A sewing machine
3rOi5Gd0LLY,250,splashing water,test,https://img.youtube.com/vi/3rOi5Gd0LLY/0.jpg,Dirt,Pumping water
3rx66BY-i84,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3rx66BY-i84/0.jpg,Metal,A red sports car.
3s4uAaSnCz4,13,car engine knocking,train,https://img.youtube.com/vi/3s4uAaSnCz4/0.jpg,Metal,A motorcycle engine
3s4uAaSnCz4,24,car engine knocking,train,https://img.youtube.com/vi/3s4uAaSnCz4/0.jpg,Metal,A motorcycle engine
3s7I9yEGDfw,20,machine gun shooting,train,https://img.youtube.com/vi/3s7I9yEGDfw/0.jpg,Metal,A video thumbnail of a man and a woman holding a gun.
3sOFf2rtGl0,12,"subway, metro, underground",train,https://img.youtube.com/vi/3sOFf2rtGl0/0.jpg,Metal,"Subway, metro, underground"
3sQul2sZzCc,150,splashing water,train,https://img.youtube.com/vi/3sQul2sZzCc/0.jpg,Plastic,Pumping water
3sUwkyo7CGk,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3sUwkyo7CGk/0.jpg,Water,Pumping water
3sYnYraOuIo,510,fireworks banging,test,https://img.youtube.com/vi/3sYnYraOuIo/0.jpg,Plastic,A video of fireworks exploding.
3sZ8cKelDRs,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/3sZ8cKelDRs/0.jpg,Plastic,Versa Boat
3sdTgEz7oXM,10,lawn mowing,train,https://img.youtube.com/vi/3sdTgEz7oXM/0.jpg,Grass,Lawn mowing
3sf-Fa7cZfA,3,horse clip-clop,train,https://img.youtube.com/vi/3sf-Fa7cZfA/0.jpg,Dirt,A person riding a horse.
3sflCnetnS0,30,car engine knocking,test,https://img.youtube.com/vi/3sflCnetnS0/0.jpg,Metal,Driving motorcycle
3shTfMWBhPA,0,lawn mowing,train,https://img.youtube.com/vi/3shTfMWBhPA/0.jpg,Dirt,Vacuum cleaner cleaning floors
3sov3vKMpoc,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3sov3vKMpoc/0.jpg,Water,"'motorboat, speedboat acceleration'"
3sr974a_5_0,0,stream burbling,train,https://img.youtube.com/vi/3sr974a_5_0/0.jpg,Rock,"Pioneer, Ohio"
3t24Nwg0E5U,18,stream burbling,train,https://img.youtube.com/vi/3t24Nwg0E5U/0.jpg,Rock,A waterfall
3t6pqBKV0kY,30,"motorboat, speedboat acceleration",test,https://img.youtube.com/vi/3t6pqBKV0kY/0.jpg,Plastic,'pumping water'
3tA0PZQ7heg,14,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3tA0PZQ7heg/0.jpg,Metal,A car engine starting
3tKC-bW-hSc,50,playing snare drum,train,https://img.youtube.com/vi/3tKC-bW-hSc/0.jpg,Metal,Playing snare drum
3tMt0AbZKMs,30,playing snare drum,train,https://img.youtube.com/vi/3tMt0AbZKMs/0.jpg,Metal,"You should choose from the ones on the ['pumping water', 'skateboarding', 'typing on typewriter', 'waterfall burbling', 'people finger snapping', 'toilet flushing', 'fire crackling', 'driving motorcycle', 'subway, metro, underground', 'printer printing', 'vacuum cleaner cleaning floors', 'race car, auto racing', 'motorboat, speedboat acceleration', 'fireworks banging', 'eating with cutlery', 'playing snare drum', 'cap gun shooting', 'railroad car, train wagon', 'people clapping', 'splashing water', 'raining', 'horse clip-clop', 'driving buses', 'people whistling', 'train wheels squealing', 'people burping', 'machine gun shooting', 'stream burbling', 'helicopter"
3tP9xqkG60k,30,sailing,train,https://img.youtube.com/vi/3tP9xqkG60k/0.jpg,Plastic,A video of a person on a boat in the ocean.
3tSG0YyMYyY,60,eating with cutlery,train,https://img.youtube.com/vi/3tSG0YyMYyY/0.jpg,Wood,A person eating food.
3tY_npQ7Ueo,30,printer printing,train,https://img.youtube.com/vi/3tY_npQ7Ueo/0.jpg,Plastic,A printer
3tpRdxazf0E,40,fireworks banging,train,https://img.youtube.com/vi/3tpRdxazf0E/0.jpg,Plastic,Fireworks banging
3ttWbZNjowo,390,splashing water,train,https://img.youtube.com/vi/3ttWbZNjowo/0.jpg,Leaf,A man sitting on the ground with his legs crossed.
3ttpGd6RyAQ,50,"race car, auto racing",train,https://img.youtube.com/vi/3ttpGd6RyAQ/0.jpg,Metal,A car
3txUMrXmJIw,570,"railroad car, train wagon",train,https://img.youtube.com/vi/3txUMrXmJIw/0.jpg,Metal,A train
3uDl8Uyu-Fc,350,church bell ringing,train,https://img.youtube.com/vi/3uDl8Uyu-Fc/0.jpg,Metal,A bell ringing in a tower.
3uHd7_jU2gE,31,wind noise,test,https://img.youtube.com/vi/3uHd7_jU2gE/0.jpg,Water,Pumping water
3umJA3JQuxY,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3umJA3JQuxY/0.jpg,Dirt,A blue tractor is driving through a field.
3umPqOkFiww,0,"race car, auto racing",train,https://img.youtube.com/vi/3umPqOkFiww/0.jpg,Metal,"Race car, auto racing"
3upmbZFpFvQ,220,driving motorcycle,train,https://img.youtube.com/vi/3upmbZFpFvQ/0.jpg,Leaf,Driving motorcycle
3uujF4dBTMI,3,horse clip-clop,train,https://img.youtube.com/vi/3uujF4dBTMI/0.jpg,Grass,A horse.
3v0Yt6xC5og,220,lawn mowing,train,https://img.youtube.com/vi/3v0Yt6xC5og/0.jpg,Grass,A motorcycle rider is sitting on the grass.
3v501HU-Dak,12,wind noise,train,https://img.youtube.com/vi/3v501HU-Dak/0.jpg,Metal,A flag on a pole.
3v5BO9b_CS0,10,"subway, metro, underground",train,https://img.youtube.com/vi/3v5BO9b_CS0/0.jpg,Metal,"Subway, metro, underground"
3v8g85aupN0,0,splashing water,train,https://img.youtube.com/vi/3v8g85aupN0/0.jpg,Water,Pumping water
3vCRry3mHjk,20,using sewing machines,train,https://img.youtube.com/vi/3vCRry3mHjk/0.jpg,Cloth,A sewing machine
3vDDWN5GKAA,139,playing snare drum,test,https://img.youtube.com/vi/3vDDWN5GKAA/0.jpg,Metal,Playing snare drum
3vIStqPM3cw,0,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/3vIStqPM3cw/0.jpg,Metal,Vacuum cleaner cleaning floors
3vPuVLFnSX4,0,driving motorcycle,train,https://img.youtube.com/vi/3vPuVLFnSX4/0.jpg,Plastic,Driving motorcycle
3vWNxg-HE-c,30,typing on computer keyboard,train,https://img.youtube.com/vi/3vWNxg-HE-c/0.jpg,Metal,14
3vYA49eHi3Q,65,people burping,train,https://img.youtube.com/vi/3vYA49eHi3Q/0.jpg,Plastic,'pumping water'
3vmgcRpqeGc,30,horse clip-clop,train,https://img.youtube.com/vi/3vmgcRpqeGc/0.jpg,Dirt,A video of a horse pulling a carriage with people in it.
3vnG29i6EjA,70,car engine starting,train,https://img.youtube.com/vi/3vnG29i6EjA/0.jpg,Dirt,A green lawn mower.
3vsAMbBywW8,30,horse clip-clop,train,https://img.youtube.com/vi/3vsAMbBywW8/0.jpg,Dirt,A man riding a horse.
3vuhnGecNGE,225,playing snare drum,train,https://img.youtube.com/vi/3vuhnGecNGE/0.jpg,Metal,Playing snare drum
3vuhnGecNGE,235,playing snare drum,train,https://img.youtube.com/vi/3vuhnGecNGE/0.jpg,Metal,Playing snare drum
3vvoMraEM5Q,30,horse clip-clop,train,https://img.youtube.com/vi/3vvoMraEM5Q/0.jpg,Plastic,A horse.
3w3_c1F3ZUg,30,using sewing machines,train,https://img.youtube.com/vi/3w3_c1F3ZUg/0.jpg,Plastic,A video of a person cutting a piece of cloth with a pair of scissors.
3wFXCiuvbAI,30,sailing,train,https://img.youtube.com/vi/3wFXCiuvbAI/0.jpg,Plastic,Pumping water
3wJSOpRLkj0,20,wind noise,train,https://img.youtube.com/vi/3wJSOpRLkj0/0.jpg,Water,Pumping water
3wPgbP8HNFk,30,car engine starting,train,https://img.youtube.com/vi/3wPgbP8HNFk/0.jpg,Metal,A car engine
3wV90-DbPBc,10,firing cannon,train,https://img.youtube.com/vi/3wV90-DbPBc/0.jpg,Metal,"A video of military men in camouflage uniforms, with a military truck and a tank, on a field."
3wciD3SLcqQ,446,playing snare drum,train,https://img.youtube.com/vi/3wciD3SLcqQ/0.jpg,Metal,A video of a person playing a drum.
3wciD3SLcqQ,576,playing snare drum,train,https://img.youtube.com/vi/3wciD3SLcqQ/0.jpg,Metal,A video of a person playing a drum.
3whFSP2lO9U,30,wind noise,train,https://img.youtube.com/vi/3whFSP2lO9U/0.jpg,Plastic,A parachute is being used.
3wjxN_w3UMA,30,playing snare drum,train,https://img.youtube.com/vi/3wjxN_w3UMA/0.jpg,Metal,Playing snare drum
3wlEQ32OJaU,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/3wlEQ32OJaU/0.jpg,Water,Pumping water
3xDZ-kdGE3o,10,toilet flushing,train,https://img.youtube.com/vi/3xDZ-kdGE3o/0.jpg,Tile,Toilet Flushing
3xLgEchgSk8,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/3xLgEchgSk8/0.jpg,Plastic,A man is playing a video game on a boat.
3xNmSDF-ehk,30,typing on computer keyboard,train,https://img.youtube.com/vi/3xNmSDF-ehk/0.jpg,Plastic,Typing on typewriter
3xSH_Cxk0dE,250,people farting,train,https://img.youtube.com/vi/3xSH_Cxk0dE/0.jpg,Plastic,A boy with no shirt on.
3xWiV-_O_8k,0,helicopter,train,https://img.youtube.com/vi/3xWiV-_O_8k/0.jpg,Metal,Helicopter
3xXMIH-moJI,151,hair dryer drying,train,https://img.youtube.com/vi/3xXMIH-moJI/0.jpg,Plastic,A dog.
3xXMIH-moJI,161,hair dryer drying,train,https://img.youtube.com/vi/3xXMIH-moJI/0.jpg,Plastic,A dog.
3xbSAVzJ9kY,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3xbSAVzJ9kY/0.jpg,Metal,A video of a person on a boat.
3xq1KECssR0,30,wind noise,train,https://img.youtube.com/vi/3xq1KECssR0/0.jpg,Metal,A wind turbine
3xuqDfm_bY8,30,raining,train,https://img.youtube.com/vi/3xuqDfm_bY8/0.jpg,Water,A car driving down a busy street.
3xyT6DVReN8,0,waterfall burbling,train,https://img.youtube.com/vi/3xyT6DVReN8/0.jpg,Water,Pumping water
3y06nE4kmWg,40,sailing,train,https://img.youtube.com/vi/3y06nE4kmWg/0.jpg,Water,A boat on the water
3yOJcCMfiwA,6,opening or closing drawers,train,https://img.youtube.com/vi/3yOJcCMfiwA/0.jpg,Ceramic,A drawer full of dishes
3yOJcCMfiwA,16,opening or closing drawers,train,https://img.youtube.com/vi/3yOJcCMfiwA/0.jpg,Ceramic,A drawer full of dishes
3yUxD1Ez-aU,30,driving motorcycle,train,https://img.youtube.com/vi/3yUxD1Ez-aU/0.jpg,Drywall,A car driving down the street.
3yqr-Qt9GmY,54,cap gun shooting,train,https://img.youtube.com/vi/3yqr-Qt9GmY/0.jpg,Metal,A gun
3yt8xEb1VXA,200,raining,test,https://img.youtube.com/vi/3yt8xEb1VXA/0.jpg,Plastic,Before and After
3z2ZrICYhBA,30,printer printing,train,https://img.youtube.com/vi/3z2ZrICYhBA/0.jpg,Plastic,A printer
3z8SFfchy_s,170,skateboarding,train,https://img.youtube.com/vi/3z8SFfchy_s/0.jpg,Drywall,Skateboarding
3zBl-PWh0ik,20,"railroad car, train wagon",train,https://img.youtube.com/vi/3zBl-PWh0ik/0.jpg,Metal,A train on the tracks.
3zFOIMQFtE8,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/3zFOIMQFtE8/0.jpg,Plastic,A video of a man riding a motorized watercraft on a lake.
3zI5oY6TEbE,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/3zI5oY6TEbE/0.jpg,Water,Pumping water
3zOiKpZibXk,40,skidding,train,https://img.youtube.com/vi/3zOiKpZibXk/0.jpg,Dirt,A car driving down the street.
3zW_8oVCG44,0,lawn mowing,train,https://img.youtube.com/vi/3zW_8oVCG44/0.jpg,Grass,Lawn mowing
3zvZO5SbASM,2,wind rustling leaves,train,https://img.youtube.com/vi/3zvZO5SbASM/0.jpg,Leaf,The Longest View
3zvZO5SbASM,105,wind rustling leaves,train,https://img.youtube.com/vi/3zvZO5SbASM/0.jpg,Leaf,The Longest View
3zvy2wiSnDo,0,waterfall burbling,train,https://img.youtube.com/vi/3zvy2wiSnDo/0.jpg,Rock,Waterfall burbling
4--05CAaDsg,460,splashing water,test,https://img.youtube.com/vi/4--05CAaDsg/0.jpg,Plastic,Swimming pool
4-AI7RRmPLQ,25,sailing,train,https://img.youtube.com/vi/4-AI7RRmPLQ/0.jpg,Metal,Pumping water
4-DcTjFR4qw,100,car passing by,test,https://img.youtube.com/vi/4-DcTjFR4qw/0.jpg,Metal,"Race car, auto racing"
